symbol	n	sources	fusion	tumorsuppressor	oncogene
FLT3	14	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other|Cancermine	FALSE	FALSE	TRUE
FLT4	10	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known	FALSE	FALSE	TRUE
FNBP1	3	FoundatoinHEME|OncoKB-Annotated|NGC_known	TRUE	FALSE	FALSE
FOS	1	Cancermine	FALSE	FALSE	TRUE
FOXA1	9	TS500|MSKCC-IMPACT|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other	FALSE	FALSE	TRUE
FOXA2	4	CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_other	FALSE	FALSE	FALSE
FOXC1	3	CancerGeneCensus_Tier2|FamilialCancer|AZ300	FALSE	FALSE	FALSE
FOXL2	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known	FALSE	FALSE	FALSE
FOXM1	2	PMCC|Cancermine	FALSE	FALSE	TRUE
FOXO1	11	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|NGC_known|Cancermine	TRUE	TRUE	TRUE
FOXO3	7	FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|NGC_known|Cancermine	TRUE	TRUE	FALSE
FOXO4	4	FoundatoinHEME|CancerGeneCensus_Tier1|FamilialCancer|NGC_known	TRUE	FALSE	FALSE
FOXP1	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|NGC_known|Cancermine	TRUE	TRUE	TRUE
FOXP3	1	Cancermine	FALSE	TRUE	TRUE
FOXQ1	2	TEMPUS|NGC_other	FALSE	FALSE	FALSE
FOXR1	2	OncoKB-Annotated|NGC_known	TRUE	FALSE	TRUE
FRS2	7	PMCC|TS500|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier2|AZ300	FALSE	FALSE	FALSE
FSTL3	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
FTO	1	Cancermine	FALSE	FALSE	TRUE
FUBP1	9	PMCC|TS500|MSKCC-IMPACT|FoundationONE|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known|NGC_other	FALSE	FALSE	FALSE
FUS	5	FoundatoinHEME|CancerGeneCensus_Tier1|FamilialCancer|NGC_known|Cancermine	TRUE	TRUE	TRUE
FYN	3	TS500|MSKCC-IMPACT|MSKCC-HEME	FALSE	FALSE	FALSE
GAB2	1	Cancermine	FALSE	FALSE	TRUE
GABRA6	5	PMCC|TS500|FoundationONE|CancerGeneCensus_Tier2|NGC_other	FALSE	FALSE	FALSE
GADD45B	2	FoundatoinHEME|FamilialCancer	FALSE	FALSE	FALSE
GALNT12	2	TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
GAS7	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
GATA1	10	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known	FALSE	FALSE	FALSE
GATA2	11	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known|NGC_other	FALSE	FALSE	TRUE
GATA3	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other|Cancermine	FALSE	TRUE	FALSE
GATA4	6	PMCC|TS500|FoundationONE|TEMPUS|CancerGeneCensus_Tier2|FamilialCancer	FALSE	FALSE	FALSE
GATA6	5	PMCC|TS500|FoundationONE|TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
GEN1	3	TS500|TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
GID4	5	PMCC|TS500|FoundationONE|FoundatoinHEME|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
GKN1	1	Cancermine	FALSE	TRUE	TRUE
GLI1	11	PMCC|TS500|MSKCC-IMPACT|FoundationONE|FoundatoinHEME|TEMPUS|OncoKB-Annotated|CancerGeneCensus_Tier2|FamilialCancer|NGC_known|Cancermine	TRUE	FALSE	TRUE
GMPS	3	FoundatoinHEME|OncoKB-Annotated|NGC_known	TRUE	FALSE	FALSE
GNA11	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	FALSE	FALSE	TRUE
GNA12	2	MSKCC-HEME|FoundatoinHEME	FALSE	FALSE	FALSE
GNA13	9	PMCC|TS500|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier2|AZ300|NGC_other	FALSE	FALSE	FALSE
GNAQ	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other|Cancermine	FALSE	FALSE	TRUE
GNAS	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other|Cancermine	FALSE	FALSE	TRUE
GNB1	2	MSKCC-HEME|NGC_other	FALSE	FALSE	FALSE
GNMT	1	Cancermine	FALSE	TRUE	FALSE
GOLGA5	2	CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
GOPC	2	CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
GPC3	5	TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|NGC_known	FALSE	FALSE	FALSE
GPC5	3	OncoKB-Annotated|FamilialCancer|NGC_known	FALSE	TRUE	FALSE
GPHN	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
GPRC5A	1	Cancermine	FALSE	TRUE	FALSE
GPS2	4	TS500|MSKCC-IMPACT|TEMPUS|NGC_other	FALSE	FALSE	FALSE
GREM1	5	TS500|MSKCC-IMPACT|TEMPUS|CancerGeneCensus_Tier2|FamilialCancer	FALSE	FALSE	FALSE
GRIN2A	11	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|NGC_known	FALSE	TRUE	FALSE
GRM3	7	PMCC|TS500|FoundationONE|TEMPUS|OncoKB-Annotated|CancerGeneCensus_Tier2|NGC_known	FALSE	FALSE	TRUE
GSK3B	8	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|CancerGeneCensus_Tier2|FamilialCancer	FALSE	FALSE	FALSE
GSTP1	5	PMCC|TEMPUS|CancerGeneCensus_Tier2|FamilialCancer|Cancermine	FALSE	TRUE	FALSE
GTF2I	2	MSKCC-HEME|NGC_other	FALSE	FALSE	FALSE
H19	2	TEMPUS|FamilialCancer	FALSE	FALSE	FALSE
H3F3A	9	PMCC|TS500|MSKCC-IMPACT|FoundationONE|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known|NGC_other	FALSE	FALSE	TRUE
H3F3B	4	TS500|MSKCC-IMPACT|CancerGeneCensus_Tier1|NGC_known	FALSE	FALSE	TRUE
H3F3C	5	TS500|MSKCC-IMPACT|CancerGeneCensus_Tier2|AZ300|NGC_other	FALSE	FALSE	FALSE
HAVCR2	2	TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
HDAC1	4	MSKCC-HEME|FoundatoinHEME|TEMPUS|FamilialCancer	FALSE	FALSE	FALSE
HDAC4	3	MSKCC-HEME|FoundatoinHEME|TEMPUS	FALSE	FALSE	FALSE
HDAC7	2	MSKCC-HEME|FoundatoinHEME	FALSE	FALSE	FALSE
HERPUD1	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
HEY1	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
HGF	10	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier2|AZ300|Cancermine	FALSE	FALSE	TRUE
HIF1A	6	PMCC|MSKCC-HEME|TEMPUS|CancerGeneCensus_Tier1|FamilialCancer|NGC_known	FALSE	FALSE	TRUE
HIP1	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
HIST1H1B	2	MSKCC-HEME|NGC_other	FALSE	FALSE	FALSE
HIST1H1C	7	TS500|MSKCC-IMPACT|MSKCC-HEME|FoundatoinHEME|CancerGeneCensus_Tier2|AZ300|NGC_other	FALSE	FALSE	FALSE
HIST1H1D	2	MSKCC-HEME|FoundatoinHEME	FALSE	FALSE	FALSE
HIST1H1E	4	MSKCC-HEME|FoundatoinHEME|TEMPUS|NGC_other	FALSE	FALSE	FALSE
HIST1H2AC	2	MSKCC-HEME|FoundatoinHEME	FALSE	FALSE	FALSE
HIST1H2AG	2	MSKCC-HEME|FoundatoinHEME	FALSE	FALSE	FALSE
HIST1H2AL	2	MSKCC-HEME|FoundatoinHEME	FALSE	FALSE	FALSE
HIST1H2AM	2	MSKCC-HEME|FoundatoinHEME	FALSE	FALSE	FALSE
HIST1H2BC	3	MSKCC-HEME|FoundatoinHEME|NGC_other	FALSE	FALSE	FALSE
HIST1H2BD	5	TS500|MSKCC-IMPACT|MSKCC-HEME|CancerGeneCensus_Tier2|AZ300	FALSE	FALSE	FALSE
HIST1H2BJ	2	MSKCC-HEME|FoundatoinHEME	FALSE	FALSE	FALSE
HIST1H2BK	2	MSKCC-HEME|FoundatoinHEME	FALSE	FALSE	FALSE
HIST1H2BO	2	MSKCC-HEME|FoundatoinHEME	FALSE	FALSE	FALSE
HIST1H3A	2	TS500|MSKCC-IMPACT	FALSE	FALSE	FALSE
HIST1H3B	8	TS500|MSKCC-IMPACT|MSKCC-HEME|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|NGC_known|NGC_other	FALSE	FALSE	TRUE
HIST1H3C	2	TS500|MSKCC-IMPACT	FALSE	FALSE	FALSE
HIST1H3D	2	TS500|MSKCC-IMPACT	FALSE	FALSE	FALSE
HIST1H3E	2	TS500|MSKCC-IMPACT	FALSE	FALSE	FALSE
HIST1H3F	2	TS500|MSKCC-IMPACT	FALSE	FALSE	FALSE
HIST1H3G	3	TS500|MSKCC-IMPACT|MSKCC-HEME	FALSE	FALSE	FALSE
HIST1H3H	2	TS500|MSKCC-IMPACT	FALSE	FALSE	FALSE
HIST1H3I	2	TS500|MSKCC-IMPACT	FALSE	FALSE	FALSE
HIST1H3J	2	TS500|MSKCC-IMPACT	FALSE	FALSE	FALSE
HIST1H4I	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
HIST2H3C	2	TS500|MSKCC-IMPACT	FALSE	FALSE	FALSE
HIST2H3D	2	TS500|MSKCC-IMPACT	FALSE	FALSE	FALSE
HIST3H3	2	TS500|MSKCC-IMPACT	FALSE	FALSE	FALSE
HLA-A	8	TS500|MSKCC-IMPACT|MSKCC-HEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known|NGC_other	TRUE	FALSE	FALSE
HLA-B	5	TS500|MSKCC-IMPACT|TEMPUS|CancerGeneCensus_Tier2|NGC_other	FALSE	FALSE	FALSE
HLA-C	3	TS500|TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
HLF	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
HMGA1	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
HMGA2	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
HNF1A	11	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known	FALSE	TRUE	FALSE
HNRNPA2B1	2	CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
HOOK3	2	CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
HOXA11	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
HOXA13	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
HOXA9	4	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known|Cancermine	TRUE	FALSE	TRUE
HOXB13	5	TS500|MSKCC-IMPACT|TEMPUS|CancerGeneCensus_Tier2|FamilialCancer	FALSE	FALSE	FALSE
HOXC11	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
HOXC13	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
HOXD11	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
HOXD13	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
HPGD	1	Cancermine	FALSE	TRUE	FALSE
HRAS	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other|Cancermine	FALSE	FALSE	TRUE
HSD3B1	4	PMCC|TS500|FoundationONE|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
HSP90AA1	8	PMCC|TS500|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known	TRUE	FALSE	FALSE
HSP90AB1	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
ICOSLG	2	TS500|MSKCC-IMPACT	FALSE	FALSE	FALSE
ID3	7	TS500|MSKCC-IMPACT|MSKCC-HEME|FoundatoinHEME|OncoKB-Annotated|NGC_known|NGC_other	FALSE	TRUE	FALSE
ID4	1	Cancermine	FALSE	TRUE	TRUE
IDH1	14	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other|Cancermine	FALSE	FALSE	TRUE
IDH2	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	FALSE	FALSE	TRUE
IDO1	2	TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
IFNGR1	3	TS500|MSKCC-IMPACT|TEMPUS	FALSE	FALSE	FALSE
IGF1	6	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|CancerGeneCensus_Tier2|FamilialCancer	FALSE	FALSE	FALSE
IGF1R	9	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|CancerGeneCensus_Tier2|AZ300|NGC_other	FALSE	FALSE	FALSE
IGF2	6	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
IGF2BP2	2	OncoKB-Annotated|NGC_known	FALSE	TRUE	FALSE
IGF2R	2	CancerGeneCensus_Tier2|FamilialCancer	FALSE	FALSE	FALSE
IGFBP2	1	Cancermine	FALSE	FALSE	TRUE
IGFBP7	1	Cancermine	FALSE	TRUE	FALSE
IGH	2	FoundatoinHEME|CancerGeneCensus_Tier1	FALSE	FALSE	FALSE
IGK	2	FoundatoinHEME|CancerGeneCensus_Tier1	FALSE	FALSE	FALSE
IGL	2	FoundatoinHEME|CancerGeneCensus_Tier1	FALSE	FALSE	FALSE
IKBKB	3	CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known	FALSE	FALSE	TRUE
IKBKE	8	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
IKZF1	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|NGC_known|NGC_other|Cancermine	TRUE	TRUE	TRUE
IKZF2	2	FoundatoinHEME|FamilialCancer	FALSE	FALSE	FALSE
IKZF3	4	MSKCC-HEME|FoundatoinHEME|FamilialCancer|NGC_other	FALSE	FALSE	FALSE
IL10	3	TS500|MSKCC-IMPACT|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
IL15	2	TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
IL2	2	CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
IL21R	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
IL2RA	2	PMCC|TEMPUS	FALSE	FALSE	FALSE
IL6	2	AZ300|Cancermine	FALSE	FALSE	TRUE
IL6ST	2	CancerGeneCensus_Tier1|NGC_known	FALSE	FALSE	TRUE
IL7R	11	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known|NGC_other	FALSE	FALSE	TRUE
ING1	2	TEMPUS|FamilialCancer	FALSE	FALSE	FALSE
INHA	2	TS500|MSKCC-IMPACT	FALSE	FALSE	FALSE
INHBA	6	PMCC|TS500|MSKCC-IMPACT|FoundationONE|FoundatoinHEME|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
INPP4A	4	TS500|MSKCC-IMPACT|CancerGeneCensus_Tier2|AZ300	FALSE	FALSE	FALSE
INPP4B	11	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier2|FamilialCancer|AZ300|Cancermine	FALSE	TRUE	TRUE
INSR	3	TS500|MSKCC-IMPACT|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
IRF1	4	MSKCC-HEME|FoundatoinHEME|TEMPUS|FamilialCancer	FALSE	FALSE	FALSE
IRF2	5	PMCC|TS500|FoundationONE|TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
IRF4	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|NGC_known|NGC_other|Cancermine	TRUE	FALSE	TRUE
IRF8	3	MSKCC-HEME|FoundatoinHEME|FamilialCancer	FALSE	FALSE	FALSE
IRS1	2	TS500|MSKCC-IMPACT	FALSE	FALSE	FALSE
IRS2	8	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
IRS4	2	CancerGeneCensus_Tier1|NGC_known	FALSE	FALSE	FALSE
ISX	2	OncoKB-Annotated|NGC_known	FALSE	FALSE	FALSE
ITGAV	3	OncoKB-Annotated|FamilialCancer|NGC_known	FALSE	FALSE	FALSE
ITK	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
JAK1	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	FALSE	FALSE	FALSE
JAK2	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other|Cancermine	TRUE	FALSE	TRUE
JAK3	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	FALSE	FALSE	TRUE
JARID2	3	MSKCC-HEME|FoundatoinHEME|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
JAZF1	3	FoundatoinHEME|OncoKB-Annotated|NGC_known	TRUE	FALSE	FALSE
JUN	11	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known|Cancermine	FALSE	FALSE	TRUE
KAT6A	8	PMCC|TS500|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known	TRUE	FALSE	TRUE
KAT6B	2	CancerGeneCensus_Tier1|NGC_known	TRUE	TRUE	FALSE
KAT7	2	OncoKB-Annotated|NGC_known	FALSE	FALSE	TRUE
KCNJ5	2	CancerGeneCensus_Tier1|NGC_known	FALSE	FALSE	TRUE
KDM5A	11	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|NGC_known	TRUE	FALSE	TRUE
KDM5C	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	FALSE	TRUE	FALSE
KDM6A	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other	FALSE	FALSE	FALSE
KDR	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	FALSE	FALSE	TRUE
KDSR	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
KEAP1	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	FALSE	TRUE	FALSE
KEL	6	PMCC|TS500|FoundationONE|TEMPUS|CancerGeneCensus_Tier2|NGC_other	FALSE	FALSE	FALSE
KIAA1549	2	OncoKB-Annotated|NGC_known	TRUE	FALSE	FALSE
KIF14	1	Cancermine	FALSE	FALSE	TRUE
KIF1B	2	TEMPUS|FamilialCancer	FALSE	FALSE	FALSE
KIF5B	4	TS500|FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
KISS1	1	Cancermine	FALSE	TRUE	FALSE
KIT	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other|Cancermine	FALSE	FALSE	TRUE
KL	1	Cancermine	FALSE	TRUE	FALSE
KLF4	6	TS500|MSKCC-IMPACT|CancerGeneCensus_Tier1|FamilialCancer|NGC_known|Cancermine	FALSE	TRUE	TRUE
KLF5	3	FamilialCancer|NGC_other|Cancermine	FALSE	TRUE	TRUE
KLF6	4	CancerGeneCensus_Tier1|FamilialCancer|NGC_known|Cancermine	FALSE	TRUE	FALSE
KLHL6	7	PMCC|TS500|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier2|NGC_other	FALSE	FALSE	FALSE
KLK2	2	CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
KMT2A	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known|NGC_other|Cancermine	TRUE	FALSE	TRUE
KMT2B	7	TS500|MSKCC-IMPACT|MSKCC-HEME|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier2|AZ300	FALSE	FALSE	FALSE
KMT2C	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other	FALSE	TRUE	FALSE
KMT2D	11	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	FALSE	FALSE	FALSE
KMT5A	2	MSKCC-IMPACT|MSKCC-HEME	FALSE	FALSE	FALSE
KNL1	2	CancerGeneCensus_Tier1|NGC_known	TRUE	TRUE	FALSE
KNSTRN	4	PMCC|MSKCC-IMPACT|OncoKB-Annotated|NGC_known	FALSE	FALSE	TRUE
KRAS	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other|Cancermine	FALSE	TRUE	TRUE
KTN1	2	CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
LAG3	2	TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
LAMP1	3	TS500|CancerGeneCensus_Tier2|AZ300	FALSE	FALSE	FALSE
LARP4B	2	OncoKB-Annotated|NGC_known	FALSE	TRUE	FALSE
LASP1	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
LATS1	3	TS500|MSKCC-IMPACT|FamilialCancer	FALSE	FALSE	FALSE
LATS2	3	TS500|MSKCC-IMPACT|FamilialCancer	FALSE	FALSE	FALSE
LCK	3	MSKCC-HEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
LCP1	3	FoundatoinHEME|OncoKB-Annotated|NGC_known	TRUE	FALSE	FALSE
LDLR	2	TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
LEF1	4	FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|NGC_known	FALSE	FALSE	FALSE
LEPROTL1	2	OncoKB-Annotated|NGC_known	FALSE	TRUE	FALSE
LHFPL6	2	OncoKB-Annotated|NGC_known	TRUE	FALSE	FALSE
LIFR	5	CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known	TRUE	FALSE	FALSE
